gene_id	external_gene_name	description
Potri.010G008100	NA	NA
Potri.010G008200	Ribosomal_L18p/L5e_family_protein	Ribosomal_L18p/L5e_family_protein
Potri.010G008300	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.010G008400	cation/H+_exchanger_19	cation/H+_exchanger_19
Potri.010G008500	transducin_family_protein_/_WD-40_repeat_family_protein	transducin_family_protein_/_WD-40_repeat_family_protein
Potri.010G008600	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.010G008700	pumilio_24	pumilio_24
Potri.010G008800	Mono-/di-acylglycerol_lipase,_N-terminal;Lipase,_class_3	Mono-/di-acylglycerol_lipase,_N-terminal;Lipase,_class_3
Potri.010G008900	D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain	D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain
Potri.010G009000	NA	NA
Potri.010G009100	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G009200	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G009300	receptor_like_protein_35	receptor_like_protein_35
Potri.010G009400	receptor_like_protein_47	receptor_like_protein_47
Potri.010G009500	receptor_like_protein_43	receptor_like_protein_43
Potri.010G009600	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G009700	NA	NA
Potri.010G009800	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G009900	Leucine-rich_repeat_(LRR)_family_protein	Leucine-rich_repeat_(LRR)_family_protein
Potri.010G010000	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G010100	receptor_like_protein_27	receptor_like_protein_27
Potri.010G010200	NA	NA
Potri.010G010300	NA	NA
Potri.010G010400	NA	NA
Potri.010G010500	TOXICOS_EN_LEVADURA_2	TOXICOS_EN_LEVADURA_2
Potri.010G010600	NA	NA
Potri.010G010700	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G010800	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G010900	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G011000	Fumarylacetoacetate_(FAA)_hydrolase_family	Fumarylacetoacetate_(FAA)_hydrolase_family
Potri.010G011100	polygalacturonase_4	polygalacturonase_4
Potri.010G011200	polygalacturonase_4	polygalacturonase_4
Potri.010G011300	2-oxoacid_dehydrogenases_acyltransferase_family_protein	2-oxoacid_dehydrogenases_acyltransferase_family_protein
Potri.010G011400	MATE_efflux_family_protein	MATE_efflux_family_protein
Potri.010G011500	NA	NA
Potri.010G011600	AICARFT/IMPCHase_bienzyme_family_protein	AICARFT/IMPCHase_bienzyme_family_protein
Potri.010G011700	Protein_of_unknown_function_(DUF581)	Protein_of_unknown_function_(DUF581)
Potri.010G011800	NA	NA
Potri.010G011900	multifunctional_protein_2	multifunctional_protein_2
Potri.010G012000	NA	NA
Potri.010G012100	drought-induced_21	drought-induced_21
Potri.010G012200	NA	NA
Potri.010G012300	NA	NA
Potri.010G012400	Pollen_Ole_e_1_allergen_and_extensin_family_protein	Pollen_Ole_e_1_allergen_and_extensin_family_protein
Potri.010G012500	3-ketoacyl-CoA_synthase_21	3-ketoacyl-CoA_synthase_21
Potri.010G012600	3-ketoacyl-CoA_synthase_21	3-ketoacyl-CoA_synthase_21
Potri.010G012700	Ribosomal_L22e_protein_family	Ribosomal_L22e_protein_family
Potri.010G012800	Transducin/WD40_repeat-like_superfamily_protein	Transducin/WD40_repeat-like_superfamily_protein
Potri.010G012800	pleiotropic_regulatory_locus_1	pleiotropic_regulatory_locus_1
Potri.010G012900	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein
Potri.010G013000	NA	NA
Potri.010G013100	NA	NA
Potri.010G013200	Heat_shock_protein_DnaJ,_N-terminal_with_domain_of_unknown_function_(DUF1977)	Heat_shock_protein_DnaJ,_N-terminal_with_domain_of_unknown_function_(DUF1977)
Potri.010G013300	binding	binding
Potri.010G013400	translationally_controlled_tumor_protein	translationally_controlled_tumor_protein
Potri.010G013500	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G013600	NA	NA
Potri.010G013700	Cysteine_proteinases_superfamily_protein	Cysteine_proteinases_superfamily_protein
Potri.010G013800	zinc_ion_binding;nucleic_acid_binding	zinc_ion_binding;nucleic_acid_binding
Potri.010G013900	NA	NA
Potri.010G014000	BTB/POZ_domain-containing_protein	BTB/POZ_domain-containing_protein
Potri.010G014100	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.010G014200	ARM_repeat_superfamily_protein	ARM_repeat_superfamily_protein
Potri.010G014300	translocon_at_the_outer_envelope_membrane_of_chloroplasts_159	translocon_at_the_outer_envelope_membrane_of_chloroplasts_159
Potri.010G014400	translocon_at_the_outer_envelope_membrane_of_chloroplasts_159	translocon_at_the_outer_envelope_membrane_of_chloroplasts_159
Potri.010G014500	tRNA_synthetase_class_I_(I,_L,_M_and_V)_family_protein	tRNA_synthetase_class_I_(I,_L,_M_and_V)_family_protein
Potri.010G014600	protein_arginine_methyltransferase_4A	protein_arginine_methyltransferase_4A
Potri.010G014700	BRCT_domain-containing_DNA_repair_protein	BRCT_domain-containing_DNA_repair_protein
Potri.010G014800	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.010G014900	NA	NA
Potri.010G015000	F-box_associated_ubiquitination_effector_family_protein	F-box_associated_ubiquitination_effector_family_protein
Potri.010G015100	NA	NA
Potri.010G015200	Deoxyxylulose-5-phosphate_synthase	Deoxyxylulose-5-phosphate_synthase
Potri.010G015300	Heavy_metal_transport/detoxification_superfamily_protein_	Heavy_metal_transport/detoxification_superfamily_protein_
Potri.010G015400	receptor_kinase_3	receptor_kinase_3
Potri.010G015500	receptor_kinase_3	receptor_kinase_3
Potri.010G015600	NA	NA
Potri.010G015700	NA	NA
Potri.010G015800	receptor_kinase_3	receptor_kinase_3
Potri.010G015900	Protein_of_unknown_function_(DUF1666)	Protein_of_unknown_function_(DUF1666)
Potri.010G016000	Raffinose_synthase_family_protein	Raffinose_synthase_family_protein
Potri.010G016100	BED_zinc_finger_;hAT_family_dimerisation_domain	BED_zinc_finger_;hAT_family_dimerisation_domain
Potri.010G016200	Small_nuclear_RNA_activating_complex_(SNAPc),_subunit_SNAP43_protein	Small_nuclear_RNA_activating_complex_(SNAPc),_subunit_SNAP43_protein
Potri.010G016300	Raffinose_synthase_family_protein	Raffinose_synthase_family_protein
Potri.010G016400	Raffinose_synthase_family_protein	Raffinose_synthase_family_protein
Potri.010G016500	Raffinose_synthase_family_protein	Raffinose_synthase_family_protein
Potri.010G016600	NA	NA
Potri.010G016700	BED_zinc_finger_;hAT_family_dimerisation_domain	BED_zinc_finger_;hAT_family_dimerisation_domain
Potri.010G016800	NA	NA
Potri.010G016900	Small_nuclear_RNA_activating_complex_(SNAPc),_subunit_SNAP43_protein	Small_nuclear_RNA_activating_complex_(SNAPc),_subunit_SNAP43_protein
Potri.010G017000	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017100	receptor_kinase_3	receptor_kinase_3
Potri.010G017200	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017300	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017400	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017500	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017600	receptor_kinase_3	receptor_kinase_3
Potri.010G017700	NA	NA
Potri.010G017800	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G017900	receptor_kinase_3	receptor_kinase_3
Potri.010G018000	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018100	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018200	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018300	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018400	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018400	receptor_kinase_3	receptor_kinase_3
Potri.010G018500	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G018600	receptor_kinase_3	receptor_kinase_3
Potri.010G018700	receptor_kinase_3	receptor_kinase_3
Potri.010G018800	DNAJ_heat_shock_N-terminal_domain-containing_protein	DNAJ_heat_shock_N-terminal_domain-containing_protein
Potri.010G018900	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.010G019000	dehydroquinate_dehydratase,_putative_/_shikimate_dehydrogenase,_putative	dehydroquinate_dehydratase,_putative_/_shikimate_dehydrogenase,_putative
Potri.010G019100	NA	NA
Potri.010G019200	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G019300	NA	NA
Potri.010G019400	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G019500	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G019600	Homeodomain-like_superfamily_protein	Homeodomain-like_superfamily_protein
Potri.010G019700	PIF1_helicase	PIF1_helicase
Potri.010G019800	chromatin-remodeling_protein_11	chromatin-remodeling_protein_11
Potri.010G019900	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G020000	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G020100	NA	NA
Potri.010G020200	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G020300	receptor_kinase_3	receptor_kinase_3
Potri.010G020400	DNAJ_heat_shock_N-terminal_domain-containing_protein	DNAJ_heat_shock_N-terminal_domain-containing_protein
Potri.010G020500	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.010G020600	dehydroquinate_dehydratase,_putative_/_shikimate_dehydrogenase,_putative	dehydroquinate_dehydratase,_putative_/_shikimate_dehydrogenase,_putative
Potri.010G020700	NA	NA
Potri.010G020800	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G020900	Homeodomain-like_superfamily_protein	Homeodomain-like_superfamily_protein
Potri.010G021000	NA	NA
Potri.010G021100	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G021200	NA	NA
Potri.010G021300	PIF1_helicase	PIF1_helicase
Potri.010G021400	chromatin-remodeling_protein_11	chromatin-remodeling_protein_11
Potri.010G021500	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G021600	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G021700	NA	NA
Potri.010G021800	Thioredoxin_superfamily_protein	Thioredoxin_superfamily_protein
Potri.010G021900	NA	NA
Potri.010G022000	Galactose_oxidase/kelch_repeat_superfamily_protein	Galactose_oxidase/kelch_repeat_superfamily_protein
Potri.010G022100	tetratricopeptide_repeat_(TPR)-containing_protein	tetratricopeptide_repeat_(TPR)-containing_protein
Potri.010G022200	NA	NA
Potri.010G022300	tonneau_2_(TON2)	tonneau_2_(TON2)
Potri.010G022400	GTP1/OBG_family_protein	GTP1/OBG_family_protein
Potri.010G022500	Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein	Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein
Potri.010G022600	NA	NA
Potri.010G022700	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.010G022800	Ribosomal_protein_L14p/L23e_family_protein	Ribosomal_protein_L14p/L23e_family_protein
Potri.010G022900	NA	NA
Potri.010G023000	NA	NA
Potri.010G023100	carbamoyl_phosphate_synthetase_B	carbamoyl_phosphate_synthetase_B
Potri.010G023200	DNA_binding	DNA_binding
Potri.010G023300	NA	NA
Potri.010G023400	DNA_binding	DNA_binding
Potri.010G023500	homolog_of_yeast_sucrose_nonfermenting_4	homolog_of_yeast_sucrose_nonfermenting_4
Potri.010G023600	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein
Potri.010G023700	NA	NA
Potri.010G023800	cullin_1	cullin_1
Potri.010G023900	NA	NA
Potri.010G024000	NA	NA
Potri.010G024100	Mitochondrial_substrate_carrier_family_protein	Mitochondrial_substrate_carrier_family_protein
Potri.010G024200	soybean_gene_regulated_by_cold-2	soybean_gene_regulated_by_cold-2
Potri.010G024300	glutathione_S-transferase_phi_8	glutathione_S-transferase_phi_8
Potri.010G024400	RNA_binding	RNA_binding
Potri.010G024500	flowering_promoting_factor_1	flowering_promoting_factor_1
Potri.010G024600	NA	NA
Potri.010G024700	Heavy_metal_transport/detoxification_superfamily_protein_	Heavy_metal_transport/detoxification_superfamily_protein_
Potri.010G024800	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G024900	alanine-tRNA_ligases;nucleic_acid_binding;ligases,_forming_aminoacyl-tRNA_and_related_compounds;nucleotide_binding;ATP_binding	alanine-tRNA_ligases;nucleic_acid_binding;ligases,_forming_aminoacyl-tRNA_and_related_compounds;nucleotide_binding;ATP_binding
Potri.010G025000	heat_shock_factor_binding_protein	heat_shock_factor_binding_protein
Potri.010G025100	xylosyltransferase_1	xylosyltransferase_1
Potri.010G025200	TSPO(outer_membrane_tryptophan-rich_sensory_protein)-related	TSPO(outer_membrane_tryptophan-rich_sensory_protein)-related
Potri.010G025300	UDP-xylosyltransferase_2	UDP-xylosyltransferase_2
Potri.010G025400	UDP-xylosyltransferase_2	UDP-xylosyltransferase_2
Potri.010G025500	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G025600	NA	NA
Potri.010G025700	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G025800	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.010G025900	Ribosomal_protein_L33_family_protein	Ribosomal_protein_L33_family_protein
Potri.010G026000	Cox19-like_CHCH_family_protein	Cox19-like_CHCH_family_protein
Potri.010G026100	SC35-like_splicing_factor_28	SC35-like_splicing_factor_28
Potri.010G026200	squamosa_promoter_binding_protein-like_7	squamosa_promoter_binding_protein-like_7
Potri.010G026300	NA	NA
Potri.010G026400	NA	NA
Potri.010G026500	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.010G026600	NA	NA
Potri.010G026700	NA	NA
Potri.010G026800	transducin_family_protein_/_WD-40_repeat_family_protein	transducin_family_protein_/_WD-40_repeat_family_protein
Potri.010G026900	NA	NA
Potri.010G027000	inosine-uridine_preferring_nucleoside_hydrolase_family_protein	inosine-uridine_preferring_nucleoside_hydrolase_family_protein
Potri.010G027100	histidine-containing_phosphotransmitter_1	histidine-containing_phosphotransmitter_1
Potri.010G027200	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein
Potri.010G027300	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.010G027400	NA	NA
Potri.010G027500	NA	NA
Potri.010G027600	DUF679_domain_membrane_protein_2	DUF679_domain_membrane_protein_2
Potri.010G027700	DNAse_I-like_superfamily_protein	DNAse_I-like_superfamily_protein
Potri.010G027800	pyruvate_orthophosphate_dikinase	pyruvate_orthophosphate_dikinase
Potri.010G027900	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.010G028000	Cox19-like_CHCH_family_protein	Cox19-like_CHCH_family_protein
Potri.010G028100	methionine_sulfoxide_reductase_B_2	methionine_sulfoxide_reductase_B_2
Potri.010G028200	SAC3/GANP/Nin1/mts3/eIF-3_p25_family	SAC3/GANP/Nin1/mts3/eIF-3_p25_family
Potri.010G028300	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.010G028400	NA	NA
Potri.010G028500	Adenosylmethionine_decarboxylase_family_protein	Adenosylmethionine_decarboxylase_family_protein
Potri.010G028600	clathrin_adaptor_complexes_medium_subunit_family_protein	clathrin_adaptor_complexes_medium_subunit_family_protein
Potri.010G028700	Mo25_family_protein	Mo25_family_protein
Potri.010G028800	BSD_domain-containing_protein	BSD_domain-containing_protein
Potri.010G028900	Bax_inhibitor-1_family_protein	Bax_inhibitor-1_family_protein
Potri.010G029000	FAR1-related_sequence_7	FAR1-related_sequence_7
Potri.010G029100	glutamine_synthetase_2	glutamine_synthetase_2
Potri.010G029200	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.010G029300	ARM_repeat_superfamily_protein	ARM_repeat_superfamily_protein
Potri.010G029400	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.010G029500	BTB-POZ_and_MATH_domain_2	BTB-POZ_and_MATH_domain_2
Potri.010G029600	DPP6_N-terminal_domain-like_protein	DPP6_N-terminal_domain-like_protein
Potri.010G029700	mitogen-activated_protein_kinase_16	mitogen-activated_protein_kinase_16
Potri.010G029800	ribonucleotide_reductase_2A	ribonucleotide_reductase_2A
Potri.010G029900	mitochondrial_editing_factor__18	mitochondrial_editing_factor__18
Potri.010G030000	Ribosomal_protein_L34e_superfamily_protein	Ribosomal_protein_L34e_superfamily_protein
Potri.010G030100	ROTUNDIFOLIA_like_14	ROTUNDIFOLIA_like_14
Potri.010G030200	CBS_domain-containing_protein_with_a_domain_of_unknown_function_(DUF21)	CBS_domain-containing_protein_with_a_domain_of_unknown_function_(DUF21)
Potri.010G030300	NA	NA
Potri.010G030400	NA	NA
Potri.010G030500	isopentenyltransferase_5	isopentenyltransferase_5
Potri.010G030600	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.010G030700	NA	NA
Potri.010G030800	SNARE_associated_Golgi_protein_family	SNARE_associated_Golgi_protein_family
Potri.010G030900	NA	NA
Potri.010G031000	tubby_like_protein_3	tubby_like_protein_3
